0.0058176517486572266 636 0
0.011063337326049805 636 0
0.017092466354370117 636 0
0.02306056022644043 636 -2
0.0287930965423584 636 -2
0.03497958183288574 636 -2
0.039964914321899414 636 -2
0.04589700698852539 636 -2
0.05115842819213867 636 -2
0.05808305740356445 636 -2
0.06411409378051758 635 -6
0.06927895545959473 635 -12
0.07530713081359863 634 -26
0.08100223541259766 634 -36
0.0870664119720459 634 -36
0.09297060966491699 633 -61
0.09835362434387207 633 -64
0.10535454750061035 632 -75
0.11064410209655762 632 -75
0.11659026145935059 631 -87
0.12253189086914062 630 -90
0.12757015228271484 630 -93
0.1337907314300537 629 -94
0.13903546333312988 629 -96
0.14525604248046875 628 -100
0.15048670768737793 628 -100
0.1573488712310791 627 -105
0.16358494758605957 626 -109
0.16878986358642578 626 -111
0.1749727725982666 625 -112
0.180006742477417 624 -112
0.19051885604858398 623 -121
0.19651579856872559 622 -123
0.20191073417663574 621 -128
0.21480298042297363 620 -131
0.22719430923461914 618 -127
0.24491167068481445 616 -133
0.25778794288635254 614 -139
0.2754857540130615 612 -137
0.2899324893951416 609 -134
0.3067445755004883 607 -140
0.31603479385375977 606 -142
0.3213315010070801 605 -144
0.32738757133483887 604 -143
0.3333761692047119 603 -140
0.3388082981109619 602 -142
0.3450052738189697 602 -142
0.35008692741394043 601 -143
0.36757826805114746 598 -149
0.3811049461364746 596 -145
0.3905026912689209 595 -144
0.3967306613922119 594 -142
0.4026515483856201 593 -146
0.40776968002319336 592 -148
0.4138352870941162 592 -147
0.41997480392456055 590 -149
0.4259374141693115 590 -149
0.4311525821685791 589 -146
0.4370541572570801 588 -141
0.4429962635040283 588 -141
0.4485478401184082 586 -141
0.45461153984069824 586 -143
0.45961427688598633 584 -151
0.46663832664489746 584 -149
0.47259092330932617 583 -149
0.47761011123657227 582 -146
0.4838111400604248 581 -127
0.48952341079711914 580 -155
0.4955637454986572 580 -155
0.5008208751678467 579 -155
0.5069565773010254 578 -156
0.5129044055938721 577 -150
0.5194723606109619 576 -149
0.525526762008667 575 -152
0.5307574272155762 574 -149
0.5367329120635986 574 -147
0.5426673889160156 572 -146
0.5477643013000488 572 -146
0.5538163185119629 571 -148
0.5591301918029785 570 -148
0.565356969833374 569 -153
0.5718345642089844 568 -152
0.5773952007293701 568 -136
0.5833230018615723 566 -159
0.5887377262115479 566 -157
0.595308780670166 565 -130
0.6005957126617432 564 -191
0.6065428256988525 563 -145
0.6119112968444824 562 -148
0.6187028884887695 561 -148
0.6250860691070557 560 -151
0.6301279067993164 560 -147
0.636070966720581 559 -146
0.6413047313690186 558 -142
0.6473886966705322 557 -144
0.6533489227294922 556 -145
0.6587562561035156 556 -148
0.6649200916290283 554 -153
0.6708879470825195 554 -153
0.676825761795044 553 -151
0.6827740669250488 552 -149
0.6881320476531982 551 -148
0.694890022277832 550 -146
0.7025833129882812 549 -149
0.7077288627624512 548 -149
0.7137937545776367 547 -153
0.7199945449829102 546 -152
0.7260043621063232 545 -152
0.7312784194946289 544 -151
0.7372369766235352 544 -151
0.743147611618042 543 -147
0.7487277984619141 542 -145
0.7572317123413086 540 -144
0.7674574851989746 539 -149
0.7751302719116211 538 -149
0.7803559303283691 538 -146
0.7865300178527832 536 -149
0.7919013500213623 536 -147
0.7974886894226074 535 -142
0.803807258605957 534 -141
0.8091280460357666 533 -146
0.8158307075500488 532 -149
0.8231010437011719 531 -149
0.8285276889801025 530 -152
0.8345563411712646 530 -152
0.8395626544952393 529 -145
0.8456258773803711 528 -143
0.8508954048156738 527 -146
0.8568356037139893 526 -145
0.8627634048461914 525 -149
0.8680992126464844 524 -153
0.8752734661102295 524 -153
0.8805148601531982 522 -149
0.8864727020263672 522 -149
0.8918495178222656 521 -147
0.8973913192749023 520 -145
0.9044578075408936 519 -143
0.9094846248626709 518 -146
0.9154989719390869 518 -148
0.920752763748169 517 -145
0.9275600910186768 516 -145
0.9337093830108643 515 -148
0.9388916492462158 514 -145
0.9451184272766113 514 -140
0.9501376152038574 512 -143
0.9561142921447754 512 -143
0.9613730907440186 511 -142
0.9673020839691162 510 -142
0.9745481014251709 509 -148
0.9795942306518555 508 -148
0.985821008682251 507 -132
