0.003813028335571289 5182 0
0.01377558708190918 5182 0
0.02008199691772461 5183 0
0.02493453025817871 5183 0
0.031101703643798828 5184 7
0.03635406494140625 5184 89
0.04474520683288574 5186 103
0.051683664321899414 5186 113
0.058411598205566406 5188 149
0.06460237503051758 5189 170
0.07063913345336914 5191 217
0.07588624954223633 5192 248
0.08185338973999023 5194 271
0.08775854110717773 5196 290
0.09277081489562988 5198 299
0.10011649131774902 5200 326
0.10509228706359863 5202 328
0.1110067367553711 5204 357
0.11624813079833984 5206 377
0.12233638763427734 5208 389
0.12832403182983398 5211 401
0.13372397422790527 5214 416
0.13974499702453613 5216 422
0.14474177360534668 5218 433
0.15169763565063477 5222 445
0.15709233283996582 5224 450
0.16329669952392578 5228 468
0.16957616806030273 5230 483
0.17458415031433105 5232 489
0.18078970909118652 5236 505
0.18607306480407715 5239 508
0.19218063354492188 5242 510
0.19913125038146973 5246 521
0.20439600944519043 5248 523
0.21047258377075195 5252 540
0.21571016311645508 5254 540
0.2216947078704834 5258 549
0.22708964347839355 5262 558
0.23264098167419434 5264 557
0.2389669418334961 5268 567
0.2443222999572754 5270 560
0.25111889839172363 5275 575
0.2563462257385254 5278 573
0.26226353645324707 5281 588
0.26883625984191895 5286 585
0.2740654945373535 5288 591
0.28041839599609375 5292 591
0.2857027053833008 5295 595
0.2916688919067383 5299 595
0.2970616817474365 5302 600
0.3038780689239502 5306 611
0.30997657775878906 5310 608
0.31490302085876465 5314 612
0.3292961120605469 5322 607
0.3345344066619873 5324 609
0.3406944274902344 5328 619
0.3459441661834717 5332 619
0.35303759574890137 5337 620
0.359311580657959 5340 623
0.3645486831665039 5343 623
0.37090039253234863 5348 617
0.3761253356933594 5350 626
0.3833134174346924 5356 630
0.38956189155578613 5360 632
0.3945908546447754 5362 628
0.4006156921386719 5367 627
0.41130590438842773 5373 630
0.41657090187072754 5377 633
0.4227759838104248 5381 640
0.4292030334472656 5385 631
0.43443894386291504 5388 639
0.44121575355529785 5392 632
0.44773077964782715 5396 635
0.4543278217315674 5400 636
0.46039557456970215 5404 639
0.4656343460083008 5408 642
0.4719533920288086 5412 641
0.4779071807861328 5416 635
0.48329663276672363 5419 637
0.4895913600921631 5423 638
0.4946129322052002 5426 640
0.5006310939788818 5430 643
0.5070805549621582 5434 642
0.5126516819000244 5438 635
0.5188450813293457 5442 638
0.524024248123169 5445 636
0.5301735401153564 5449 642
0.5351912975311279 5452 645
0.5412945747375488 5456 645
0.5465807914733887 5460 642
0.5524804592132568 5463 641
0.559685230255127 5468 634
0.5646946430206299 5470 641
0.5707113742828369 5474 644
0.5763425827026367 5480 646
